@relation teste_weka

@attribute Breed {Australian_Shepherd,Chihuahua,Siberian_Husky,Boxer,Labrador_Retriever,Bulldog,Rottweiler,German_Shepherd,Poodle,Doberman,Great_Dane,Beagle,Golden_Retriever,Dachshund,Yorkshire_Terrier}
@attribute Breed_Size {Medium,Small,Large}
@attribute Sex {Male,Female}
@attribute Age numeric
@attribute Weight_lbs numeric
@attribute SpayNeuter_Status {Neutered,Spayed}
@attribute Daily_Activity_Level {Active,Very_Active,Moderate,Low}
@attribute Diet {Home_cooked,Wet_food,Special_diet,Hard_food}
@attribute Food_Brand {Wellness,Special,Purina,Iams,Blue_Buffalo,Royal_Canin,Nutro,Pedigree,Hills_Science}
@attribute Daily_Walk_Distance_miles numeric
@attribute Other_Pets_in_Household {No,Yes}
@attribute Medications {Yes,No}
@attribute Seizures {No,Yes}
@attribute Hours_of_Sleep numeric
@attribute Play_Time_hrs numeric
@attribute Owner_Activity_Level {Active,Low,Moderate,Very_Active}
@attribute Annual_Vet_Visits numeric
@attribute Average_Temperature_F numeric
@attribute Synthetic {Yes}
@attribute Healthy {Yes,No}

@data
Golden_Retriever,Large,Male,8,74,?,Moderate,Home_cooked,Special,5,No,Yes,No,13,0,Active,1,90,Yes,Yes
German_Shepherd,Large,Male,?,37,Neutered,Active,Wet_food,Purina,3,No,Yes,No,?,2,Moderate,0,57,Yes,Yes
Poodle,Small,Female,5,64,?,Very_Active,Hard_food,Nutro,3,Yes,Yes,No,9,2,?,1,64,Yes,Yes
Boxer,Medium,Female,11,45,Spayed,Very_Active,Wet_food,Wellness,0,No,Yes,No,9,1,?,4,62,Yes,Yes
Australian_Shepherd,Medium,Female,13,64,Spayed,Very_Active,Hard_food,Royal_Canin,1,Yes,Yes,No,9,2,Moderate,2,59,Yes,Yes
Beagle,Small,Female,13,53,?,Very_Active,Special_diet,Royal_Canin,2,No,No,No,13,0,Active,3,60,Yes,Yes
Poodle,Small,Male,2,50,?,Active,Hard_food,Blue_Buffalo,1,No,Yes,No,8,1,Moderate,1,75,?,Yes
Golden_Retriever,Large,Male,6,59,Neutered,Very_Active,?,?,2,No,No,?,9,1,Moderate,0,75,Yes,Yes
German_Shepherd,Large,Female,12,65,?,Active,Home_cooked,?,4,No,Yes,Yes,12,1,Very_Active,2,68,Yes,No
Labrador_Retriever,Large,Male,6,49,Spayed,Low,Wet_food,Iams,3,Yes,Yes,No,12,2,Very_Active,2,86,Yes,Yes
Beagle,Small,Male,13,53,Spayed,Moderate,Wet_food,Pedigree,2,No,No,No,12,2,Low,2,82,Yes,Yes
Great_Dane,Large,Male,5,19,Spayed,Low,Home_cooked,Special,1,Yes,No,No,8,0,Very_Active,1,51,Yes,Yes
Labrador_Retriever,Large,Male,9,36,Neutered,?,Wet_food,Blue_Buffalo,0,No,No,Yes,10,2,Very_Active,2,77,Yes,No
Yorkshire_Terrier,Small,Male,7,67,?,?,Home_cooked,Special,3,No,No,No,11,1,?,1,63,Yes,Yes
Rottweiler,Large,Female,6,65,Neutered,Low,Home_cooked,Special,2,No,No,No,?,?,?,2,80,?,Yes
Great_Dane,Large,Male,11,58,Spayed,Very_Active,Hard_food,Royal_Canin,6,Yes,Yes,No,13,?,Active,1,63,Yes,Yes
Yorkshire_Terrier,Small,Female,1,30,Spayed,?,Special_diet,Hills_Science,2,No,Yes,No,9,1,Very_Active,2,100,Yes,Yes
German_Shepherd,Large,Female,5,46,?,Active,Wet_food,Royal_Canin,1,?,Yes,No,12,1,?,4,63,?,Yes
?,Large,Male,9,35,?,?,Special_diet,Royal_Canin,3,No,No,No,11,2,?,0,62,Yes,No
Doberman,Large,Male,13,61,Spayed,Very_Active,Hard_food,Blue_Buffalo,3,Yes,No,No,9,2,Very_Active,4,64,Yes,Yes
Australian_Shepherd,Medium,Female,2,38,?,?,Home_cooked,Special,6,No,No,No,10,2,Very_Active,0,44,Yes,Yes
Doberman,Large,Female,8,35,Neutered,Low,Special_diet,Wellness,2,No,No,No,10,4,Very_Active,0,53,Yes,Yes
Beagle,Small,Male,8,52,Spayed,Moderate,Wet_food,Wellness,2,No,No,No,12,1,Low,1,67,Yes,Yes
Doberman,Large,Male,5,64,Spayed,Low,Special_diet,Royal_Canin,0,No,Yes,No,11,0,Moderate,0,58,Yes,Yes
Golden_Retriever,Large,Female,11,63,Spayed,Active,Special_diet,Hills_Science,4,No,Yes,No,11,3,?,2,74,Yes,Yes
Australian_Shepherd,Medium,Male,11,37,?,?,Special_diet,Pedigree,?,No,No,No,11,2,Low,1,62,Yes,Yes
Poodle,Small,Female,8,36,Neutered,Moderate,Special_diet,Iams,4,No,Yes,No,13,2,Moderate,0,83,Yes,Yes
Yorkshire_Terrier,Small,Male,7,?,Neutered,?,Wet_food,Nutro,2,No,Yes,No,11,?,Moderate,1,71,Yes,Yes
Yorkshire_Terrier,Small,Male,10,51,?,Very_Active,Home_cooked,Special,2,No,No,No,12,2,Moderate,0,81,Yes,Yes
Australian_Shepherd,Medium,Female,1,69,Neutered,Very_Active,Special_diet,Royal_Canin,3,No,No,No,?,3,Low,4,64,Yes,Yes
Chihuahua,Small,Female,13,71,Spayed,?,Hard_food,Wellness,2,Yes,Yes,No,10,2,?,0,68,Yes,No
Australian_Shepherd,Medium,Male,13,53,Spayed,Moderate,Hard_food,Royal_Canin,2,Yes,Yes,No,12,3,Very_Active,2,66,Yes,No
Rottweiler,Large,Male,13,29,?,Moderate,Wet_food,Pedigree,3,Yes,No,No,12,?,Very_Active,1,76,Yes,Yes
Siberian_Husky,Medium,Male,10,30,Neutered,Very_Active,Special_diet,?,3,No,No,No,11,2,Active,1,53,Yes,Yes
Australian_Shepherd,Medium,Male,6,45,Neutered,?,Special_diet,Purina,2,Yes,Yes,No,9,1,Active,1,60,Yes,Yes
Rottweiler,Large,Female,12,36,?,Moderate,Special_diet,Pedigree,4,No,No,No,12,0,Low,2,55,Yes,Yes
German_Shepherd,Large,Female,8,66,?,?,Wet_food,Wellness,4,Yes,Yes,No,12,0,?,2,65,Yes,Yes
Poodle,Small,Female,12,48,Neutered,Low,Home_cooked,Special,3,No,No,Yes,9,1,Moderate,0,39,Yes,No
German_Shepherd,Large,Female,4,48,Spayed,Low,Hard_food,Pedigree,?,Yes,Yes,No,11,1,?,2,44,Yes,Yes
Chihuahua,Small,Male,13,35,Neutered,?,Special_diet,Iams,3,No,No,No,8,2,Low,2,74,Yes,Yes
Rottweiler,Large,Female,7,60,Spayed,Moderate,Hard_food,Wellness,2,Yes,Yes,No,10,1,Active,0,60,Yes,No
Boxer,Medium,Female,2,66,Neutered,Low,Wet_food,Hills_Science,2,Yes,?,No,10,1,Active,4,30,Yes,Yes
German_Shepherd,Large,Female,7,21,?,Active,Special_diet,Hills_Science,1,No,Yes,No,10,2,Very_Active,2,71,?,Yes
Poodle,Small,Female,12,26,?,Very_Active,Home_cooked,Special,0,No,Yes,No,9,2,?,2,68,Yes,Yes
German_Shepherd,Large,Male,13,55,Neutered,?,Wet_food,Royal_Canin,2,Yes,Yes,No,11,2,Very_Active,0,61,Yes,No
Poodle,Small,Male,8,49,Neutered,Low,Home_cooked,Special,1,No,Yes,No,11,2,Low,2,50,Yes,Yes
Boxer,Medium,Male,4,60,?,Low,?,Iams,2,Yes,No,No,11,2,Low,3,54,Yes,Yes
Doberman,Large,Female,9,48,Spayed,Moderate,Wet_food,Blue_Buffalo,3,No,Yes,No,10,2,?,1,81,Yes,No
Rottweiler,Large,Female,6,28,Neutered,?,Hard_food,Wellness,3,No,Yes,No,12,1,Very_Active,2,74,Yes,Yes
Siberian_Husky,Medium,Male,11,66,?,Moderate,Hard_food,Blue_Buffalo,3,Yes,No,No,9,1,Moderate,?,91,Yes,No
Beagle,Small,Male,1,18,?,?,?,Royal_Canin,2,Yes,No,No,12,0,Low,?,70,Yes,No
Dachshund,Small,Male,8,40,Neutered,Low,Special_diet,Pedigree,4,No,Yes,?,12,0,Low,4,73,Yes,Yes
Beagle,Small,Male,5,46,Spayed,Low,Hard_food,?,4,Yes,Yes,No,9,2,Moderate,1,47,Yes,Yes
Dachshund,Small,Female,12,52,Spayed,Low,Hard_food,Purina,2,Yes,Yes,No,10,2,?,3,58,Yes,No
Australian_Shepherd,Medium,Male,7,56,Neutered,Active,Hard_food,Hills_Science,1,No,No,No,13,1,?,1,64,Yes,Yes
Golden_Retriever,Large,Male,1,44,Spayed,?,Home_cooked,Special,3,No,Yes,No,11,2,Moderate,1,89,Yes,Yes
Rottweiler,Large,Female,9,59,?,?,Home_cooked,Special,3,Yes,No,No,9,2,Active,3,57,Yes,Yes
Australian_Shepherd,Medium,Male,1,65,Neutered,Active,Special_diet,Wellness,3,Yes,No,?,10,0,Very_Active,1,57,Yes,Yes
Rottweiler,Large,Male,7,29,Neutered,Low,Hard_food,Hills_Science,2,Yes,Yes,No,10,2,?,1,58,Yes,Yes
Chihuahua,Small,Male,7,37,Neutered,?,Home_cooked,Special,3,Yes,No,No,10,1,Low,4,81,Yes,Yes
Siberian_Husky,Medium,Male,8,52,?,Very_Active,Hard_food,Nutro,3,No,Yes,No,12,0,Active,1,52,Yes,Yes
Beagle,Small,Male,9,80,Spayed,?,Home_cooked,Special,3,No,Yes,Yes,10,1,?,3,58,Yes,No
Golden_Retriever,Large,Female,9,21,?,Active,Special_diet,Iams,2,No,No,No,11,1,Very_Active,4,?,Yes,Yes
Doberman,Large,Female,1,53,Neutered,Moderate,Hard_food,Wellness,4,Yes,No,No,10,3,?,0,33,Yes,No
Beagle,Small,?,6,65,Spayed,?,Hard_food,Iams,?,Yes,Yes,No,10,1,Active,0,55,Yes,No
Yorkshire_Terrier,Small,Female,5,48,?,Moderate,Wet_food,Royal_Canin,3,Yes,No,No,12,2,Low,1,58,Yes,Yes
Labrador_Retriever,Large,Female,12,53,Neutered,Moderate,?,Blue_Buffalo,0,Yes,Yes,No,10,1,Low,1,52,Yes,No
Bulldog,Medium,Male,2,84,Neutered,?,Hard_food,?,1,No,Yes,No,10,2,Low,1,87,Yes,No
Poodle,Small,Male,9,57,Spayed,?,Hard_food,Iams,3,Yes,No,No,11,2,Very_Active,2,76,Yes,Yes
Australian_Shepherd,Medium,Male,12,16,?,Active,Wet_food,Purina,1,No,No,No,11,2,Moderate,3,99,Yes,No
Yorkshire_Terrier,Small,Male,3,39,Spayed,Active,Hard_food,Hills_Science,0,No,Yes,No,8,1,Moderate,2,79,Yes,Yes
Beagle,Small,Male,7,56,?,Low,Hard_food,Wellness,2,No,No,No,10,1,Active,4,55,Yes,Yes
Yorkshire_Terrier,Small,Female,2,58,Spayed,Low,Hard_food,Hills_Science,2,Yes,Yes,No,10,3,?,4,55,Yes,Yes
German_Shepherd,Large,Female,1,41,Neutered,?,?,Royal_Canin,3,Yes,Yes,No,12,1,Active,4,75,Yes,No
Boxer,Medium,Male,12,54,?,Moderate,Special_diet,Pedigree,4,No,Yes,No,13,2,Moderate,3,56,Yes,Yes
Doberman,Large,Male,2,78,?,Very_Active,Home_cooked,Special,2,No,No,No,9,2,Active,2,72,Yes,Yes
Boxer,Medium,Female,4,52,Spayed,Active,Hard_food,Blue_Buffalo,3,Yes,Yes,No,10,2,?,1,68,Yes,Yes
German_Shepherd,?,Female,9,46,Neutered,?,Wet_food,Royal_Canin,2,No,Yes,No,10,1,Very_Active,3,50,Yes,No
Labrador_Retriever,Large,Male,13,46,?,?,Hard_food,Iams,0,Yes,Yes,No,13,1,Very_Active,1,43,Yes,No
Dachshund,Small,Female,10,46,Neutered,Very_Active,Special_diet,Royal_Canin,3,No,No,No,9,1,Active,2,61,Yes,Yes
Beagle,Small,Female,5,41,Neutered,?,Hard_food,Royal_Canin,3,Yes,Yes,No,13,0,?,?,53,Yes,Yes
Great_Dane,?,Female,1,?,Spayed,?,Hard_food,Royal_Canin,3,No,Yes,No,11,0,?,1,56,Yes,No
Great_Dane,Large,Male,1,46,Neutered,Very_Active,Special_diet,Pedigree,1,No,Yes,No,11,1,Very_Active,3,41,Yes,Yes
Golden_Retriever,Large,Female,5,56,Spayed,Active,Wet_food,Purina,3,No,No,No,11,2,Active,3,63,Yes,Yes
Dachshund,Small,Male,4,60,Spayed,Moderate,Wet_food,Nutro,3,No,?,No,9,2,Low,4,76,Yes,Yes
German_Shepherd,Large,Male,11,47,Neutered,Low,Home_cooked,Special,1,Yes,No,No,11,3,Low,0,41,Yes,Yes
Yorkshire_Terrier,Small,Male,13,54,?,Moderate,Wet_food,Pedigree,1,No,Yes,Yes,10,4,Moderate,1,61,Yes,No
Doberman,Large,Male,13,36,Neutered,Moderate,Special_diet,Wellness,2,Yes,Yes,Yes,9,0,?,2,63,Yes,No
Doberman,Large,Female,13,61,Neutered,Low,Wet_food,Royal_Canin,3,Yes,No,No,12,0,Moderate,1,91,Yes,Yes
Bulldog,Medium,Male,5,62,?,Moderate,Hard_food,Iams,3,Yes,No,No,10,1,Very_Active,2,49,Yes,Yes
Australian_Shepherd,Medium,Female,6,50,Neutered,Moderate,Hard_food,Nutro,3,Yes,No,No,11,2,Low,1,57,Yes,Yes
Australian_Shepherd,Medium,Male,7,64,?,?,Home_cooked,Special,2,?,?,No,13,3,?,1,54,Yes,Yes
Golden_Retriever,?,Female,13,39,Spayed,Active,Hard_food,Hills_Science,3,Yes,No,No,14,0,?,2,66,Yes,Yes
Yorkshire_Terrier,?,Male,2,68,?,?,Special_diet,Wellness,2,Yes,No,Yes,12,2,Moderate,0,62,Yes,No
Labrador_Retriever,Large,Male,10,43,Spayed,Active,Special_diet,Royal_Canin,3,Yes,Yes,No,10,1,Moderate,1,90,Yes,Yes
Rottweiler,Large,Male,6,65,Neutered,Very_Active,Wet_food,Nutro,1,Yes,Yes,No,11,2,Low,2,69,?,Yes
Boxer,Medium,Female,7,67,Neutered,Moderate,Home_cooked,Special,?,Yes,Yes,No,13,0,?,1,37,Yes,Yes
Doberman,Large,Female,10,44,Spayed,Active,?,Royal_Canin,7,Yes,Yes,No,11,1,Active,1,49,Yes,Yes
Boxer,Medium,Male,12,49,Neutered,?,?,?,2,No,Yes,No,11,2,Moderate,3,55,Yes,No
German_Shepherd,Large,Male,10,46,?,?,Home_cooked,Special,3,No,No,No,12,0,Low,1,79,Yes,Yes
Rottweiler,Large,Female,3,51,Neutered,Low,Hard_food,Iams,1,No,Yes,No,11,0,Very_Active,1,32,Yes,Yes
Golden_Retriever,Large,Male,12,73,?,Low,Special_diet,Royal_Canin,6,No,No,No,11,0,?,0,33,Yes,No
Poodle,Small,Male,9,?,?,Low,Wet_food,Iams,2,No,Yes,No,12,1,Low,4,61,Yes,No
Dachshund,Small,Female,8,29,Neutered,Moderate,Special_diet,Wellness,1,No,Yes,No,14,2,?,1,75,Yes,Yes
Rottweiler,Large,Male,10,63,?,Active,Special_diet,Hills_Science,1,No,Yes,No,11,2,Low,?,75,Yes,Yes
Great_Dane,Large,Female,9,45,?,Moderate,Wet_food,Nutro,4,No,No,No,12,1,Very_Active,1,68,Yes,No
Siberian_Husky,Medium,Female,3,?,Neutered,Active,Special_diet,Pedigree,3,No,Yes,No,10,2,Low,2,49,?,Yes
Poodle,Small,Male,7,55,Spayed,Very_Active,Hard_food,Hills_Science,3,Yes,Yes,No,11,0,Low,3,83,Yes,Yes
Dachshund,Small,Female,9,35,Spayed,?,Special_diet,Royal_Canin,1,Yes,No,No,13,2,?,0,43,Yes,Yes
Poodle,Small,Male,3,40,Neutered,Moderate,Wet_food,Blue_Buffalo,0,No,No,No,9,2,?,1,60,Yes,Yes
Rottweiler,Large,Male,8,74,?,Active,Home_cooked,Special,2,No,?,No,10,0,?,3,69,Yes,Yes
Australian_Shepherd,?,Male,6,65,Spayed,Active,Wet_food,Wellness,3,No,Yes,No,14,3,Active,1,70,Yes,Yes
Bulldog,Medium,Female,6,27,Neutered,Low,Home_cooked,Special,1,No,No,No,10,0,Very_Active,2,52,Yes,Yes
Great_Dane,Large,Male,8,44,?,Moderate,Home_cooked,Special,2,Yes,Yes,No,10,1,Active,0,59,Yes,No
Siberian_Husky,Medium,Female,5,49,Neutered,?,Hard_food,Blue_Buffalo,1,Yes,No,No,10,0,Active,4,39,Yes,Yes
Boxer,Medium,Male,7,44,Spayed,Active,Hard_food,Wellness,3,Yes,No,No,9,0,Active,1,60,Yes,Yes
Chihuahua,Small,Male,5,47,Neutered,Low,Home_cooked,Special,2,No,Yes,No,10,1,Very_Active,2,55,Yes,Yes
Doberman,Large,Male,11,62,Neutered,Moderate,Wet_food,Iams,3,No,No,No,10,4,Very_Active,1,63,Yes,Yes
Dachshund,Small,Male,7,44,Spayed,?,Home_cooked,Special,4,No,Yes,No,10,2,Low,0,60,Yes,Yes
Chihuahua,Small,Male,1,71,Neutered,Moderate,Special_diet,Royal_Canin,2,Yes,Yes,No,12,2,Low,0,62,Yes,No
Great_Dane,Large,Male,10,58,Neutered,Low,?,Special,2,Yes,Yes,No,11,3,Low,0,77,Yes,No
Poodle,Small,Female,3,44,?,Low,Special_diet,Blue_Buffalo,3,Yes,No,No,10,2,Moderate,2,50,Yes,Yes
Poodle,Small,Male,9,42,Spayed,Active,Hard_food,Iams,1,Yes,Yes,No,9,2,Moderate,1,30,Yes,Yes
Chihuahua,Small,Male,8,39,Neutered,?,Special_diet,Hills_Science,4,No,No,No,10,0,?,1,69,Yes,Yes
Boxer,Medium,Female,2,58,Neutered,?,Special_diet,Iams,2,?,No,No,9,0,?,1,63,Yes,Yes
Boxer,Medium,Male,7,50,Neutered,?,Hard_food,Pedigree,?,Yes,Yes,No,12,2,?,1,42,Yes,Yes
Dachshund,Small,Male,10,52,Neutered,Moderate,Home_cooked,Special,2,Yes,Yes,No,10,2,Active,1,71,?,Yes
German_Shepherd,Large,?,2,51,Neutered,?,Wet_food,Hills_Science,4,Yes,No,No,13,?,Active,2,80,Yes,Yes
German_Shepherd,Large,Female,5,50,Spayed,Moderate,Home_cooked,Special,5,Yes,Yes,No,13,0,Very_Active,2,75,Yes,Yes
Great_Dane,Large,Female,13,23,Neutered,Low,Hard_food,Pedigree,2,Yes,Yes,No,12,1,Very_Active,1,46,Yes,No
Dachshund,Small,Male,9,48,Spayed,Moderate,Wet_food,Pedigree,3,No,No,No,14,2,Active,3,57,Yes,Yes
Labrador_Retriever,Large,Female,4,39,Neutered,Low,Wet_food,Royal_Canin,2,Yes,Yes,No,10,2,Very_Active,0,67,Yes,No
Dachshund,Small,Female,10,70,Neutered,Very_Active,Wet_food,Wellness,3,Yes,Yes,No,10,1,?,0,76,Yes,No
Siberian_Husky,Medium,Female,10,50,Neutered,Active,Hard_food,Wellness,4,Yes,No,No,?,3,Low,2,89,Yes,Yes
Australian_Shepherd,Medium,Male,4,56,?,Active,Hard_food,Wellness,3,Yes,Yes,No,12,3,Low,2,52,Yes,Yes
German_Shepherd,Large,Female,7,56,?,Low,Wet_food,Nutro,4,Yes,Yes,No,11,1,Very_Active,3,63,Yes,No
Australian_Shepherd,Medium,Male,10,51,Spayed,?,Special_diet,Royal_Canin,1,Yes,No,No,11,1,Active,?,72,Yes,Yes
Boxer,Medium,Male,8,46,Spayed,Active,Special_diet,Pedigree,3,No,Yes,No,11,0,Moderate,1,71,Yes,Yes
Golden_Retriever,Large,Female,10,40,?,Very_Active,Hard_food,Iams,3,No,Yes,No,11,0,Very_Active,0,66,Yes,No
Beagle,Small,Female,4,20,?,Moderate,Wet_food,Pedigree,2,Yes,No,No,13,0,?,0,79,Yes,No
Yorkshire_Terrier,Small,Female,12,64,?,Moderate,Hard_food,Iams,2,No,No,No,12,1,Low,2,73,Yes,No
Chihuahua,?,Female,6,50,Spayed,Moderate,Hard_food,Wellness,4,No,No,No,8,2,?,1,61,Yes,Yes
Dachshund,Small,Female,5,53,?,?,Wet_food,Purina,2,Yes,?,No,11,2,Very_Active,2,66,Yes,No
Beagle,Small,Female,6,58,?,?,Hard_food,Royal_Canin,3,No,Yes,?,10,2,Very_Active,3,65,Yes,No
?,Medium,Male,8,33,Neutered,Very_Active,Hard_food,Pedigree,3,Yes,Yes,No,10,1,?,2,73,Yes,Yes
Poodle,Small,Female,4,50,Spayed,Low,Home_cooked,Special,4,?,Yes,?,13,1,Very_Active,1,61,Yes,Yes
Poodle,Small,Female,8,41,Spayed,?,Hard_food,Nutro,3,No,No,No,13,1,Very_Active,?,63,Yes,Yes
Poodle,Small,Male,7,31,?,?,Wet_food,Hills_Science,2,No,Yes,No,13,1,Very_Active,3,68,Yes,No
Chihuahua,Small,Male,2,42,Neutered,Low,Home_cooked,Special,4,Yes,Yes,No,12,1,Active,2,63,Yes,Yes
Beagle,Small,Male,11,46,Neutered,Moderate,Special_diet,Iams,2,No,No,No,10,1,?,3,76,Yes,Yes
Chihuahua,?,Male,9,60,?,?,Special_diet,Royal_Canin,2,No,No,No,11,4,Active,0,37,Yes,No
Yorkshire_Terrier,?,Male,3,12,Neutered,Low,Home_cooked,Special,2,Yes,Yes,No,?,2,Low,4,57,Yes,Yes
Boxer,Medium,Female,13,52,Neutered,Active,Wet_food,Pedigree,3,Yes,No,No,10,2,Active,0,30,Yes,Yes
Yorkshire_Terrier,Small,Male,2,62,?,Very_Active,Hard_food,Wellness,3,No,No,No,10,2,Moderate,0,60,Yes,Yes
Dachshund,Small,Male,5,53,?,Moderate,Special_diet,Iams,4,Yes,Yes,No,12,0,?,4,86,Yes,Yes
Boxer,Medium,Female,5,51,Spayed,Very_Active,Home_cooked,Special,2,No,No,No,9,1,Active,0,43,?,Yes
German_Shepherd,Large,Male,13,45,Neutered,Low,Wet_food,Iams,3,Yes,No,No,12,2,Very_Active,2,57,Yes,Yes
German_Shepherd,Large,Male,10,40,?,Active,Hard_food,Wellness,5,No,No,No,11,2,Active,1,45,Yes,Yes
Siberian_Husky,Medium,Female,6,43,Spayed,Active,Hard_food,Iams,2,No,Yes,No,14,2,Very_Active,3,40,Yes,Yes
Beagle,Small,Male,9,62,Neutered,Moderate,Home_cooked,Special,5,No,No,No,13,2,Moderate,0,53,Yes,Yes
Boxer,Medium,?,12,43,Spayed,Active,Special_diet,Nutro,6,No,No,?,9,1,Low,0,63,Yes,Yes
Yorkshire_Terrier,Small,Male,9,57,?,?,Home_cooked,Special,3,Yes,Yes,No,10,2,Active,2,68,Yes,Yes
Doberman,Large,Female,11,71,?,Low,Wet_food,Blue_Buffalo,1,Yes,No,No,13,1,Moderate,0,61,Yes,No
Siberian_Husky,Medium,Female,6,38,?,Low,Wet_food,Iams,1,No,Yes,No,10,2,Very_Active,2,79,?,No
Bulldog,Medium,Male,4,67,?,?,Wet_food,Royal_Canin,5,No,No,No,9,2,Low,1,82,Yes,Yes
Dachshund,Small,Male,7,43,Neutered,Active,Wet_food,?,3,Yes,Yes,No,13,4,?,1,58,Yes,Yes
Rottweiler,Large,Female,3,50,Spayed,Low,Wet_food,Iams,3,Yes,No,Yes,8,1,Active,3,52,Yes,Yes
Dachshund,?,Male,6,47,?,Moderate,Special_diet,Pedigree,1,No,No,No,11,1,Moderate,0,89,Yes,Yes
Australian_Shepherd,Medium,Female,1,49,?,?,Home_cooked,Special,2,No,No,No,11,1,Moderate,0,71,Yes,No
Australian_Shepherd,Medium,Male,11,44,Spayed,Active,Home_cooked,Special,3,Yes,No,No,?,2,?,0,74,Yes,Yes
Beagle,Small,Female,3,58,Spayed,Moderate,Special_diet,?,3,Yes,Yes,No,9,0,Very_Active,2,72,Yes,Yes
Chihuahua,Small,Female,6,34,?,?,Special_diet,Iams,?,?,No,No,9,2,Very_Active,0,96,Yes,Yes
Labrador_Retriever,Large,Male,2,67,Neutered,Moderate,Home_cooked,Special,4,No,Yes,No,12,0,Moderate,3,75,Yes,Yes
Poodle,Small,Male,10,56,?,Very_Active,Home_cooked,Special,3,No,No,No,9,2,Active,1,81,Yes,Yes
Chihuahua,Small,Female,6,66,Neutered,Active,Hard_food,Nutro,0,No,Yes,No,9,?,Active,?,61,Yes,Yes
Yorkshire_Terrier,Small,Male,12,60,Spayed,?,Special_diet,Hills_Science,5,Yes,No,No,11,1,Moderate,2,49,Yes,Yes
Beagle,Small,Male,11,42,Neutered,?,Special_diet,Blue_Buffalo,3,No,Yes,No,14,0,?,2,85,Yes,Yes
Labrador_Retriever,Large,Male,9,68,Neutered,Very_Active,Home_cooked,Special,1,No,Yes,No,14,1,?,2,75,Yes,Yes
Beagle,Small,Male,13,88,Neutered,Very_Active,Hard_food,Royal_Canin,?,No,Yes,No,10,1,?,0,92,Yes,No
Australian_Shepherd,Medium,Male,8,67,Neutered,Moderate,Home_cooked,Special,?,No,No,No,11,4,?,1,81,Yes,Yes
Australian_Shepherd,Medium,Male,8,58,Spayed,Low,Special_diet,Wellness,3,No,No,No,11,1,?,1,75,Yes,Yes
Poodle,Small,Male,9,65,Neutered,Moderate,Wet_food,Blue_Buffalo,2,No,No,No,12,2,Low,2,75,Yes,Yes
Doberman,Large,Male,8,52,Spayed,Low,Special_diet,Wellness,3,Yes,Yes,No,14,1,Low,0,70,Yes,Yes
Great_Dane,Large,Male,3,51,Neutered,Active,Special_diet,Wellness,3,No,No,No,11,2,Moderate,2,64,Yes,Yes
Dachshund,Small,Female,9,29,Spayed,Moderate,Home_cooked,Special,1,No,Yes,No,13,2,Very_Active,1,77,Yes,Yes
Australian_Shepherd,Medium,Male,5,50,?,?,Hard_food,Wellness,4,No,Yes,No,12,0,?,0,78,Yes,No
Siberian_Husky,Medium,Female,5,56,?,Active,Wet_food,Purina,0,Yes,No,No,12,1,?,0,55,Yes,Yes
Yorkshire_Terrier,Small,Female,10,48,?,Very_Active,Hard_food,Purina,2,Yes,No,No,11,1,Very_Active,1,89,Yes,Yes
Chihuahua,Small,Female,9,19,?,?,Hard_food,Hills_Science,4,No,No,No,11,?,Moderate,3,51,Yes,No
Golden_Retriever,Large,Male,3,36,Neutered,Moderate,Home_cooked,Special,3,Yes,Yes,Yes,13,2,Active,3,66,Yes,Yes
German_Shepherd,Large,Female,7,48,Neutered,Very_Active,Special_diet,Royal_Canin,2,Yes,?,No,11,1,Moderate,1,70,Yes,Yes
German_Shepherd,Large,Female,9,31,Spayed,Very_Active,Hard_food,Purina,3,Yes,Yes,No,12,1,?,?,57,Yes,Yes
Beagle,Small,Female,6,68,?,?,Home_cooked,Special,3,Yes,No,No,11,1,Active,1,43,Yes,Yes
Boxer,Medium,Male,7,56,Spayed,?,Home_cooked,Special,6,No,Yes,No,11,2,?,4,64,Yes,Yes
Siberian_Husky,Medium,Female,10,58,Neutered,Very_Active,Special_diet,Wellness,2,Yes,No,No,10,2,Active,2,52,Yes,Yes
Australian_Shepherd,Medium,Female,7,62,Spayed,?,Wet_food,Wellness,5,Yes,?,No,9,1,?,2,36,Yes,Yes
Bulldog,Medium,?,4,45,?,Very_Active,Hard_food,?,3,Yes,No,?,11,2,Very_Active,3,40,Yes,Yes
Chihuahua,?,Female,4,45,Neutered,Moderate,Hard_food,Nutro,3,No,Yes,No,12,0,Very_Active,2,64,Yes,Yes
Boxer,Medium,Female,3,46,?,Active,Home_cooked,Special,2,No,Yes,No,10,2,Active,3,59,Yes,Yes
Doberman,Large,Male,6,46,Neutered,Active,Wet_food,Nutro,2,No,No,No,13,2,Moderate,2,?,Yes,Yes
Yorkshire_Terrier,Small,Female,9,31,?,Low,Wet_food,Nutro,4,Yes,Yes,No,12,1,?,4,68,Yes,No
Australian_Shepherd,Medium,Male,8,56,Neutered,Very_Active,Home_cooked,Special,5,No,No,No,9,1,Active,0,67,Yes,Yes
Doberman,Large,Female,6,52,Neutered,Active,Wet_food,Hills_Science,0,Yes,No,No,11,0,?,1,68,Yes,Yes
Great_Dane,Large,Female,4,64,?,Low,Home_cooked,Special,1,No,Yes,No,10,2,Moderate,3,79,Yes,Yes
