ID,Breed,Breed_Size,Sex,Age,Weight_lbs,SpayNeuter_Status,Daily_Activity_Level,Diet,Food_Brand,Daily_Walk_Distance_miles,Other_Pets_in_Household,Medications,Seizures,Hours_of_Sleep,Play_Time_hrs,Owner_Activity_Level,Annual_Vet_Visits,Average_Temperature_F,Synthetic,Healthy
8990,Labrador_Retriever,Large,Male,9.0,49.0,Neutered,Moderate,Home_cooked,Special,2.0,No,Yes,No,8.0,0.0,,2.0,70.0,Yes,Yes
8991,,Medium,Female,10.0,70.0,Neutered,,Home_cooked,Special,2.0,No,No,No,11.0,0.0,Low,,70.0,Yes,Yes
8992,Golden_Retriever,Large,Male,9.0,45.0,Spayed,Low,Home_cooked,Special,2.0,Yes,Yes,No,12.0,3.0,Active,2.0,48.0,Yes,Yes
8993,Beagle,Small,Male,13.0,38.0,Spayed,,Home_cooked,Special,3.0,No,No,No,9.0,1.0,Active,2.0,70.0,Yes,Yes
8994,Bulldog,Medium,Male,1.0,60.0,Neutered,,,Special,1.0,Yes,Yes,Yes,11.0,0.0,Moderate,1.0,41.0,Yes,No
8995,Golden_Retriever,Large,Female,10.0,18.0,Spayed,Low,,Blue_Buffalo,4.0,Yes,No,No,12.0,0.0,Very_Active,2.0,77.0,Yes,Yes
8996,Poodle,Small,Male,3.0,51.0,Spayed,Very_Active,Home_cooked,Special,3.0,Yes,Yes,No,12.0,3.0,Moderate,3.0,42.0,Yes,Yes
8997,Siberian_Husky,Medium,Male,3.0,52.0,Neutered,Very_Active,Hard_food,Hills_Science,1.0,,Yes,No,10.0,3.0,Active,1.0,76.0,,Yes
8998,Rottweiler,Large,Male,9.0,45.0,Spayed,Active,Special_diet,Hills_Science,3.0,Yes,Yes,No,12.0,2.0,Low,1.0,66.0,Yes,Yes
8999,Poodle,Small,Male,10.0,34.0,Spayed,,Wet_food,Wellness,4.0,,No,No,12.0,1.0,Very_Active,1.0,87.0,Yes,Yes
9000,German_Shepherd,Large,Female,,49.0,Neutered,Active,Wet_food,Pedigree,1.0,No,Yes,No,11.0,2.0,Active,2.0,73.0,Yes,Yes
9001,Australian_Shepherd,Medium,Male,4.0,32.0,Spayed,,Wet_food,Royal_Canin,1.0,No,No,No,13.0,2.0,Moderate,0.0,93.0,Yes,Yes
9002,Great_Dane,Large,Female,11.0,39.0,Neutered,Low,Hard_food,Hills_Science,0.0,Yes,No,No,10.0,1.0,,3.0,86.0,Yes,Yes
9003,Great_Dane,Large,Female,11.0,64.0,Neutered,Very_Active,Wet_food,Royal_Canin,2.0,Yes,Yes,No,12.0,1.0,Very_Active,1.0,86.0,Yes,Yes
9004,Siberian_Husky,Medium,Female,13.0,,Neutered,,Special_diet,Blue_Buffalo,1.0,Yes,Yes,No,9.0,0.0,Very_Active,0.0,73.0,Yes,No
9005,Dachshund,Small,Female,3.0,43.0,Neutered,Moderate,Wet_food,Hills_Science,4.0,Yes,Yes,No,,2.0,Moderate,1.0,56.0,Yes,Yes
9006,Yorkshire_Terrier,Small,Male,9.0,34.0,,Low,Home_cooked,Special,0.0,No,No,No,12.0,2.0,,2.0,79.0,Yes,Yes
9007,Labrador_Retriever,Large,Female,13.0,68.0,Neutered,Low,Special_diet,Wellness,4.0,Yes,Yes,No,13.0,1.0,Low,3.0,58.0,Yes,Yes
9008,Golden_Retriever,Large,Female,10.0,61.0,Spayed,Active,Hard_food,Pedigree,4.0,,Yes,No,13.0,1.0,Very_Active,1.0,89.0,Yes,Yes
9009,Poodle,Small,Female,4.0,22.0,Neutered,,Special_diet,Wellness,5.0,No,No,No,11.0,1.0,,1.0,49.0,Yes,Yes
9010,Great_Dane,Large,Female,,44.0,Neutered,Moderate,Hard_food,Blue_Buffalo,3.0,No,No,No,11.0,1.0,Moderate,1.0,44.0,Yes,Yes
9011,Boxer,Medium,Female,2.0,69.0,Spayed,Active,Wet_food,Iams,0.0,No,Yes,No,11.0,3.0,Moderate,4.0,66.0,Yes,Yes
9012,Doberman,Large,Female,10.0,70.0,Spayed,Moderate,Wet_food,Hills_Science,1.0,Yes,Yes,No,9.0,0.0,Very_Active,1.0,33.0,Yes,No
9013,Bulldog,Medium,Male,5.0,49.0,Neutered,Active,Hard_food,Royal_Canin,3.0,Yes,Yes,No,11.0,3.0,Very_Active,1.0,51.0,Yes,Yes
9014,Beagle,Small,,2.0,49.0,,,Hard_food,Royal_Canin,3.0,Yes,No,No,12.0,1.0,Very_Active,3.0,49.0,Yes,Yes
9015,Labrador_Retriever,Large,Female,13.0,21.0,,Moderate,Hard_food,Iams,4.0,No,No,No,9.0,1.0,Very_Active,1.0,50.0,Yes,No
9016,Yorkshire_Terrier,Small,Female,2.0,57.0,,,Special_diet,Nutro,3.0,Yes,No,No,11.0,3.0,,1.0,,,Yes
9017,Australian_Shepherd,Medium,Female,6.0,39.0,Spayed,Low,Hard_food,Pedigree,2.0,No,Yes,No,11.0,2.0,Active,3.0,57.0,Yes,Yes
9018,Doberman,Large,Female,10.0,42.0,,Low,Special_diet,Royal_Canin,5.0,Yes,No,No,10.0,0.0,Very_Active,0.0,73.0,Yes,
9019,Boxer,Medium,Female,3.0,28.0,,,Hard_food,,1.0,Yes,Yes,No,10.0,1.0,Active,0.0,67.0,Yes,No
9020,Boxer,Medium,Male,8.0,36.0,Neutered,,Special_diet,Iams,2.0,No,Yes,No,10.0,2.0,Low,1.0,97.0,Yes,Yes
9021,Siberian_Husky,Medium,Male,5.0,75.0,Neutered,Active,Hard_food,Purina,0.0,Yes,No,No,12.0,2.0,,3.0,57.0,Yes,
9022,Siberian_Husky,,Female,2.0,37.0,Spayed,Active,Home_cooked,Special,3.0,Yes,Yes,No,11.0,1.0,Low,3.0,65.0,Yes,Yes
9023,Poodle,Small,,6.0,49.0,,Active,Hard_food,Wellness,2.0,Yes,No,No,12.0,2.0,Low,3.0,64.0,Yes,Yes
9024,Beagle,Small,,4.0,73.0,,Very_Active,Hard_food,Purina,5.0,Yes,No,No,13.0,2.0,,2.0,100.0,Yes,Yes
9025,Bulldog,Medium,Female,2.0,47.0,Spayed,Active,Home_cooked,Special,2.0,,Yes,No,12.0,2.0,,2.0,59.0,Yes,Yes
9026,Yorkshire_Terrier,Small,Male,13.0,67.0,Neutered,Very_Active,Hard_food,Nutro,3.0,No,Yes,No,11.0,2.0,Low,0.0,44.0,Yes,No
9027,Yorkshire_Terrier,Small,Female,1.0,34.0,,,Hard_food,Purina,3.0,Yes,Yes,No,12.0,2.0,,1.0,62.0,Yes,No
9028,Australian_Shepherd,Medium,Female,10.0,58.0,,Active,Hard_food,Iams,3.0,No,Yes,No,12.0,2.0,Very_Active,1.0,77.0,Yes,No
9029,Labrador_Retriever,Large,Female,7.0,56.0,Spayed,Moderate,Wet_food,Nutro,4.0,No,No,No,13.0,0.0,Active,1.0,96.0,Yes,Yes
9030,Siberian_Husky,Medium,Male,8.0,18.0,Spayed,,Wet_food,Pedigree,3.0,Yes,No,No,12.0,3.0,Moderate,1.0,77.0,Yes,Yes
9031,German_Shepherd,Large,Female,2.0,28.0,Neutered,Very_Active,Hard_food,Iams,5.0,No,No,No,12.0,1.0,Active,0.0,55.0,Yes,Yes
9032,,Small,Female,3.0,60.0,Spayed,Low,Special_diet,Blue_Buffalo,3.0,No,Yes,No,13.0,2.0,,1.0,74.0,Yes,Yes
9033,Golden_Retriever,Large,Female,8.0,,Neutered,,Wet_food,Royal_Canin,3.0,No,Yes,No,12.0,1.0,Moderate,1.0,44.0,Yes,Yes
9034,Dachshund,Small,Female,8.0,78.0,,Low,Special_diet,Blue_Buffalo,3.0,Yes,Yes,No,10.0,1.0,Moderate,1.0,59.0,,Yes
9035,Australian_Shepherd,Medium,Female,11.0,52.0,Neutered,Very_Active,Home_cooked,Special,2.0,No,No,Yes,11.0,0.0,Very_Active,3.0,69.0,Yes,Yes
9036,Siberian_Husky,Medium,Male,,52.0,,Low,Home_cooked,Special,4.0,Yes,Yes,No,12.0,3.0,,1.0,60.0,Yes,Yes
9037,Rottweiler,Large,Female,7.0,65.0,Spayed,Low,Wet_food,Pedigree,1.0,Yes,Yes,No,12.0,2.0,,1.0,74.0,Yes,Yes
9038,Australian_Shepherd,Medium,,2.0,41.0,,Low,Special_diet,Nutro,6.0,No,Yes,No,12.0,2.0,Low,0.0,39.0,Yes,No
9039,Rottweiler,Large,Female,11.0,56.0,Neutered,,Wet_food,Wellness,5.0,No,No,No,11.0,0.0,Very_Active,0.0,61.0,Yes,No
9040,Rottweiler,Large,Female,12.0,49.0,Spayed,Active,Special_diet,Hills_Science,2.0,,Yes,No,11.0,2.0,Low,3.0,68.0,Yes,Yes
9041,Bulldog,Medium,Female,5.0,58.0,,Low,Wet_food,Purina,3.0,Yes,Yes,Yes,11.0,2.0,Moderate,1.0,75.0,Yes,No
9042,Dachshund,Small,Male,2.0,43.0,Spayed,Very_Active,Wet_food,Purina,3.0,Yes,No,No,12.0,2.0,Moderate,1.0,77.0,Yes,Yes
9043,Poodle,Small,Male,4.0,34.0,,Very_Active,Hard_food,Hills_Science,2.0,Yes,Yes,No,,1.0,,0.0,57.0,Yes,No
9044,Siberian_Husky,Medium,Male,3.0,45.0,Neutered,Very_Active,Special_diet,Blue_Buffalo,3.0,No,Yes,No,10.0,1.0,Low,1.0,73.0,Yes,Yes
9045,Yorkshire_Terrier,Small,Female,6.0,38.0,Neutered,Very_Active,Special_diet,Purina,4.0,Yes,No,No,9.0,1.0,Active,3.0,87.0,Yes,Yes
9046,Poodle,Small,Male,7.0,20.0,Neutered,Very_Active,Wet_food,Pedigree,4.0,Yes,No,No,11.0,2.0,Moderate,1.0,82.0,Yes,Yes
9047,Yorkshire_Terrier,Small,Female,2.0,74.0,Neutered,Low,Wet_food,Purina,2.0,Yes,Yes,,11.0,1.0,Active,2.0,80.0,Yes,Yes
9048,Rottweiler,Large,Male,,44.0,Spayed,Very_Active,Hard_food,Purina,2.0,Yes,No,No,11.0,,Active,1.0,75.0,Yes,Yes
9049,Australian_Shepherd,Medium,Female,5.0,56.0,,Moderate,Hard_food,Nutro,2.0,No,No,No,9.0,1.0,,1.0,65.0,Yes,Yes
9050,Labrador_Retriever,Large,Female,9.0,60.0,Spayed,Moderate,Wet_food,Wellness,5.0,Yes,Yes,No,11.0,3.0,Very_Active,1.0,65.0,Yes,No
9051,Labrador_Retriever,,Female,4.0,60.0,Neutered,,Wet_food,Hills_Science,1.0,Yes,Yes,No,12.0,0.0,Low,0.0,33.0,,No
9052,German_Shepherd,Large,Male,3.0,65.0,Spayed,Moderate,Hard_food,Wellness,0.0,No,No,No,12.0,1.0,Active,2.0,,Yes,Yes
9053,Dachshund,Small,Female,1.0,79.0,Spayed,,Home_cooked,Special,4.0,Yes,Yes,No,8.0,0.0,Low,0.0,90.0,Yes,No
9054,Beagle,Small,Female,11.0,55.0,Neutered,Active,Wet_food,Wellness,2.0,No,Yes,No,11.0,0.0,Very_Active,4.0,71.0,Yes,Yes
9055,Rottweiler,Large,Male,8.0,22.0,Spayed,Active,Special_diet,Hills_Science,3.0,Yes,No,No,12.0,1.0,Very_Active,2.0,64.0,Yes,Yes
9056,Dachshund,Small,Male,13.0,54.0,Spayed,,Special_diet,Pedigree,1.0,No,Yes,No,8.0,,Very_Active,2.0,60.0,Yes,Yes
9057,Chihuahua,Small,Male,13.0,49.0,Spayed,,Hard_food,Hills_Science,4.0,No,No,No,12.0,2.0,Very_Active,1.0,64.0,Yes,Yes
9058,Poodle,Small,Male,9.0,64.0,,Very_Active,Special_diet,Wellness,0.0,Yes,Yes,No,8.0,2.0,Active,1.0,68.0,Yes,Yes
9059,Doberman,Large,Female,7.0,66.0,Spayed,Very_Active,Wet_food,Iams,7.0,No,No,No,11.0,2.0,,3.0,64.0,Yes,Yes
9060,Labrador_Retriever,Large,Female,1.0,42.0,,Moderate,Home_cooked,Special,1.0,Yes,Yes,No,12.0,2.0,Active,2.0,56.0,Yes,No
9061,Golden_Retriever,Large,Male,5.0,61.0,Neutered,Very_Active,Wet_food,,4.0,No,Yes,No,11.0,1.0,Very_Active,2.0,56.0,Yes,Yes
9062,Doberman,Large,Female,6.0,72.0,Neutered,Low,Home_cooked,Special,5.0,Yes,Yes,No,13.0,2.0,Low,0.0,31.0,Yes,Yes
9063,Australian_Shepherd,Medium,Female,11.0,53.0,Neutered,,Home_cooked,Special,4.0,Yes,No,No,12.0,1.0,,3.0,46.0,Yes,Yes
9064,Doberman,Large,Male,,32.0,Spayed,,Special_diet,Blue_Buffalo,2.0,Yes,Yes,No,13.0,1.0,Low,1.0,57.0,Yes,Yes
9065,Dachshund,Small,Male,12.0,42.0,,Very_Active,Hard_food,Wellness,3.0,Yes,Yes,No,10.0,3.0,Active,2.0,62.0,Yes,No
9066,Yorkshire_Terrier,Small,Female,2.0,38.0,,Very_Active,Hard_food,Iams,4.0,No,Yes,Yes,12.0,0.0,,0.0,68.0,Yes,No
9067,German_Shepherd,Large,Female,4.0,69.0,Neutered,,Special_diet,Wellness,3.0,Yes,No,No,9.0,1.0,Active,2.0,82.0,Yes,Yes
9068,Boxer,Medium,Male,4.0,66.0,Spayed,Active,Home_cooked,Special,2.0,No,No,No,13.0,1.0,Active,1.0,89.0,Yes,Yes
9069,German_Shepherd,Large,Female,2.0,31.0,,Active,Hard_food,Nutro,2.0,No,Yes,No,9.0,2.0,Moderate,1.0,92.0,Yes,Yes
9070,Doberman,Large,Male,1.0,50.0,Spayed,,,Wellness,4.0,Yes,Yes,No,8.0,2.0,,3.0,52.0,Yes,No
9071,Bulldog,Medium,Male,13.0,47.0,Spayed,Low,Home_cooked,Special,4.0,Yes,No,No,11.0,1.0,Very_Active,1.0,56.0,Yes,Yes
9072,German_Shepherd,Large,Male,13.0,37.0,Neutered,Low,Home_cooked,Special,2.0,No,Yes,No,11.0,2.0,Moderate,0.0,77.0,Yes,No
9073,Poodle,Small,Female,12.0,29.0,Spayed,Low,Hard_food,Purina,3.0,No,No,No,9.0,2.0,,0.0,89.0,Yes,No
9074,Great_Dane,Large,Female,11.0,45.0,Spayed,Very_Active,Hard_food,Royal_Canin,2.0,No,No,No,11.0,2.0,Very_Active,4.0,76.0,Yes,Yes
9075,Chihuahua,Small,Female,4.0,54.0,Spayed,,Home_cooked,Special,3.0,No,No,No,10.0,2.0,Low,0.0,34.0,Yes,Yes
9076,Rottweiler,Large,Female,5.0,62.0,Spayed,Active,Special_diet,Nutro,2.0,Yes,Yes,No,10.0,2.0,Very_Active,0.0,,Yes,Yes
9077,Golden_Retriever,Large,Male,12.0,21.0,,Very_Active,Home_cooked,Special,4.0,No,Yes,No,9.0,2.0,,2.0,63.0,Yes,No
9078,Golden_Retriever,Large,Female,6.0,43.0,,,Hard_food,Hills_Science,4.0,Yes,No,No,11.0,2.0,Active,1.0,68.0,,Yes
9079,Dachshund,Small,Male,3.0,49.0,,Moderate,Home_cooked,Special,2.0,Yes,No,No,14.0,3.0,Active,0.0,46.0,Yes,Yes
9080,Labrador_Retriever,Large,Female,8.0,25.0,Neutered,Active,Wet_food,Pedigree,5.0,Yes,No,No,11.0,2.0,Active,0.0,46.0,Yes,Yes
9081,Bulldog,Medium,Female,2.0,34.0,,,Home_cooked,Special,3.0,Yes,No,No,13.0,1.0,,3.0,,Yes,Yes
9082,Yorkshire_Terrier,Small,Female,10.0,41.0,Spayed,Low,Wet_food,Blue_Buffalo,0.0,No,Yes,No,11.0,1.0,Moderate,1.0,49.0,Yes,No
9083,Beagle,Small,Male,7.0,77.0,,,Hard_food,Blue_Buffalo,1.0,Yes,No,No,13.0,0.0,,0.0,59.0,Yes,
9084,Rottweiler,Large,Male,7.0,30.0,Spayed,Moderate,Hard_food,Pedigree,1.0,Yes,No,No,13.0,2.0,Active,0.0,67.0,Yes,Yes
9085,Bulldog,Medium,Male,2.0,43.0,Spayed,,Special_diet,Royal_Canin,4.0,Yes,No,No,13.0,2.0,Low,3.0,61.0,Yes,Yes
9086,Boxer,Medium,Male,5.0,66.0,Spayed,Very_Active,Home_cooked,Special,4.0,No,Yes,No,12.0,1.0,Very_Active,0.0,51.0,Yes,Yes
9087,Doberman,Large,Male,4.0,35.0,Spayed,,Special_diet,Pedigree,1.0,No,No,No,13.0,1.0,Very_Active,0.0,64.0,Yes,Yes
9088,Rottweiler,Large,Male,9.0,40.0,Neutered,Very_Active,Hard_food,Blue_Buffalo,0.0,No,Yes,No,12.0,3.0,Active,3.0,63.0,Yes,Yes
9089,German_Shepherd,Large,Male,3.0,81.0,Neutered,Active,Special_diet,Hills_Science,2.0,,,No,10.0,2.0,Moderate,2.0,77.0,Yes,Yes
9090,Poodle,Small,Female,11.0,43.0,Spayed,Very_Active,Special_diet,Wellness,3.0,Yes,Yes,No,9.0,3.0,Active,1.0,,Yes,Yes
9091,Siberian_Husky,Medium,Male,1.0,52.0,Neutered,Moderate,,Iams,1.0,No,Yes,No,14.0,1.0,Moderate,2.0,69.0,Yes,No
9092,Golden_Retriever,Large,Male,3.0,43.0,,Low,Special_diet,Pedigree,4.0,Yes,No,No,9.0,0.0,Low,2.0,55.0,Yes,Yes
9093,Bulldog,Medium,Female,7.0,62.0,,Moderate,Wet_food,Pedigree,3.0,Yes,No,No,11.0,3.0,Active,0.0,54.0,Yes,No
9094,Poodle,Small,Female,2.0,69.0,Spayed,,,Special,,No,No,No,11.0,2.0,Very_Active,4.0,70.0,Yes,Yes
9095,Golden_Retriever,Large,Male,6.0,63.0,Spayed,Moderate,Hard_food,Iams,3.0,No,Yes,No,10.0,4.0,Active,2.0,74.0,Yes,Yes
9096,Siberian_Husky,Medium,Male,7.0,,,Moderate,Wet_food,,2.0,No,Yes,No,9.0,2.0,Low,1.0,72.0,Yes,No
9097,Great_Dane,Large,Male,10.0,50.0,,Low,Wet_food,Blue_Buffalo,2.0,Yes,Yes,Yes,12.0,2.0,,2.0,54.0,Yes,No
9098,Chihuahua,Small,Female,10.0,58.0,,Moderate,Special_diet,Pedigree,0.0,No,No,No,10.0,,Active,3.0,49.0,Yes,Yes
9099,Poodle,Small,Male,12.0,31.0,Spayed,Very_Active,Hard_food,Pedigree,1.0,Yes,Yes,No,10.0,2.0,Low,2.0,50.0,Yes,Yes
9100,Dachshund,Small,Female,8.0,50.0,Spayed,Active,Special_diet,Blue_Buffalo,3.0,Yes,Yes,No,12.0,0.0,,1.0,59.0,Yes,Yes
9101,German_Shepherd,Large,Female,11.0,71.0,Neutered,Very_Active,Wet_food,Royal_Canin,3.0,Yes,Yes,No,12.0,3.0,Low,0.0,69.0,Yes,No
9102,Bulldog,Medium,Male,13.0,55.0,Spayed,Moderate,Special_diet,Blue_Buffalo,4.0,No,No,No,11.0,1.0,,1.0,,Yes,Yes
9103,,Small,Male,11.0,11.0,,Moderate,Wet_food,Hills_Science,6.0,Yes,No,No,10.0,1.0,Active,0.0,61.0,Yes,No
9104,Golden_Retriever,Large,Male,4.0,54.0,,Moderate,Home_cooked,Special,2.0,Yes,Yes,No,10.0,0.0,Low,0.0,,Yes,No
9105,Golden_Retriever,Large,Female,10.0,53.0,Neutered,Very_Active,Hard_food,Royal_Canin,5.0,Yes,Yes,No,11.0,1.0,Active,4.0,50.0,Yes,Yes
9106,Boxer,Medium,Male,11.0,52.0,Neutered,Active,Special_diet,Purina,,No,No,No,11.0,2.0,Moderate,2.0,52.0,Yes,Yes
9107,Boxer,Medium,Female,13.0,54.0,,Moderate,Home_cooked,Special,3.0,No,No,No,12.0,1.0,,1.0,54.0,Yes,Yes
9108,Chihuahua,Small,Female,8.0,55.0,Neutered,Active,Home_cooked,Special,3.0,No,,No,12.0,3.0,Moderate,1.0,54.0,Yes,Yes
9109,Dachshund,Small,Male,5.0,34.0,Spayed,Low,Wet_food,Iams,3.0,No,Yes,No,12.0,2.0,Active,1.0,45.0,Yes,Yes
9110,Boxer,Medium,Female,7.0,65.0,Spayed,,Home_cooked,Special,,Yes,No,No,12.0,1.0,Moderate,2.0,61.0,Yes,Yes
9111,Golden_Retriever,Large,Female,12.0,48.0,,Active,,Special,5.0,No,No,No,12.0,1.0,,2.0,74.0,Yes,Yes
9112,Beagle,Small,Female,1.0,58.0,,Low,Wet_food,,1.0,Yes,Yes,No,14.0,0.0,Very_Active,0.0,63.0,Yes,No
9113,Doberman,Large,Female,4.0,41.0,Neutered,Low,Wet_food,Wellness,3.0,Yes,Yes,No,13.0,0.0,Active,2.0,60.0,Yes,Yes
9114,Yorkshire_Terrier,Small,Female,2.0,22.0,,,Wet_food,Hills_Science,2.0,Yes,Yes,No,11.0,3.0,Active,1.0,50.0,Yes,No
9115,Australian_Shepherd,Medium,Female,11.0,33.0,Spayed,,Wet_food,Pedigree,2.0,Yes,Yes,No,9.0,1.0,Active,0.0,50.0,Yes,No
9116,,Medium,Female,7.0,75.0,,,Home_cooked,Special,1.0,No,Yes,No,13.0,0.0,Moderate,3.0,76.0,Yes,Yes
9117,Golden_Retriever,Large,Female,9.0,33.0,Neutered,,Special_diet,Nutro,1.0,No,No,No,11.0,1.0,Very_Active,0.0,,Yes,
9118,Great_Dane,Large,Male,5.0,59.0,,Low,Special_diet,Royal_Canin,3.0,No,No,No,10.0,1.0,Very_Active,3.0,45.0,Yes,Yes
9119,Golden_Retriever,Large,Female,13.0,83.0,Neutered,Moderate,Wet_food,Hills_Science,0.0,No,Yes,No,11.0,2.0,,1.0,66.0,Yes,No
9120,Rottweiler,Large,Male,11.0,49.0,Neutered,,Home_cooked,Special,2.0,No,No,No,12.0,3.0,,1.0,63.0,Yes,Yes
9121,,Large,Male,7.0,,Neutered,,Wet_food,Hills_Science,1.0,Yes,No,Yes,11.0,2.0,Moderate,1.0,40.0,Yes,No
9122,Yorkshire_Terrier,Small,Male,13.0,42.0,Spayed,Low,Special_diet,Purina,2.0,Yes,Yes,Yes,11.0,1.0,Moderate,1.0,78.0,Yes,No
9123,Chihuahua,Small,Male,12.0,53.0,Spayed,Very_Active,Special_diet,Pedigree,2.0,Yes,Yes,No,13.0,,Very_Active,2.0,77.0,Yes,Yes
9124,Doberman,Large,Male,3.0,59.0,Spayed,,Home_cooked,Special,2.0,Yes,Yes,No,14.0,0.0,Low,1.0,51.0,Yes,Yes
9125,Yorkshire_Terrier,Small,Female,2.0,63.0,Spayed,Active,Home_cooked,Special,3.0,No,Yes,No,12.0,2.0,Very_Active,1.0,69.0,Yes,Yes
9126,Golden_Retriever,Large,Female,2.0,49.0,Spayed,Moderate,Hard_food,Royal_Canin,2.0,Yes,No,No,11.0,1.0,Low,3.0,71.0,Yes,Yes
9127,Great_Dane,Large,Male,2.0,36.0,,Active,,Pedigree,3.0,No,No,No,8.0,0.0,Active,1.0,58.0,Yes,Yes
9128,Rottweiler,Large,Female,1.0,55.0,Neutered,,Special_diet,Hills_Science,2.0,Yes,No,No,11.0,3.0,Low,2.0,57.0,Yes,Yes
9129,Dachshund,Small,Male,5.0,60.0,Neutered,Moderate,Special_diet,Iams,0.0,,No,No,12.0,1.0,Active,0.0,61.0,,Yes
9130,Bulldog,Medium,Female,2.0,23.0,,Moderate,Wet_food,Wellness,2.0,Yes,Yes,No,11.0,2.0,Active,0.0,39.0,Yes,No
9131,Labrador_Retriever,Large,Male,6.0,60.0,Spayed,Low,Special_diet,Iams,3.0,No,Yes,No,11.0,2.0,Low,2.0,58.0,,Yes
9132,Golden_Retriever,Large,Female,12.0,71.0,Spayed,,Home_cooked,Special,5.0,Yes,Yes,No,10.0,0.0,Moderate,3.0,51.0,Yes,Yes
9133,Yorkshire_Terrier,Small,Female,1.0,77.0,,,Special_diet,Purina,2.0,Yes,Yes,No,11.0,1.0,,,83.0,Yes,No
9134,Chihuahua,Small,Female,8.0,65.0,,Active,Special_diet,Iams,3.0,Yes,Yes,No,11.0,0.0,Active,2.0,88.0,Yes,Yes
9135,Chihuahua,Small,Male,2.0,71.0,Neutered,Low,Wet_food,Blue_Buffalo,1.0,Yes,Yes,No,10.0,0.0,,2.0,63.0,Yes,Yes
9136,Dachshund,Small,Male,8.0,73.0,Neutered,,Special_diet,Pedigree,3.0,No,No,No,11.0,1.0,Moderate,1.0,46.0,Yes,Yes
9137,Yorkshire_Terrier,Small,Male,4.0,43.0,,Moderate,Hard_food,Nutro,5.0,Yes,No,,12.0,2.0,Very_Active,3.0,72.0,Yes,Yes
9138,Chihuahua,Small,Male,9.0,41.0,Neutered,Low,Hard_food,Wellness,4.0,No,Yes,No,10.0,0.0,Active,1.0,72.0,Yes,No
9139,Doberman,Large,Female,3.0,67.0,,Very_Active,Home_cooked,Special,1.0,Yes,Yes,No,11.0,2.0,Moderate,0.0,77.0,Yes,Yes
9140,Rottweiler,Large,Male,13.0,65.0,Spayed,Active,Wet_food,Royal_Canin,5.0,Yes,Yes,No,13.0,2.0,Active,2.0,48.0,Yes,Yes
9141,Golden_Retriever,Large,Male,4.0,50.0,Spayed,Active,Wet_food,Hills_Science,4.0,No,No,No,10.0,3.0,Moderate,2.0,60.0,Yes,Yes
9142,Australian_Shepherd,Medium,Male,6.0,58.0,Neutered,Active,Home_cooked,Special,2.0,No,No,No,11.0,0.0,Active,2.0,63.0,Yes,Yes
9143,Great_Dane,Large,Female,8.0,86.0,,,Special_diet,Nutro,0.0,Yes,Yes,No,10.0,1.0,Moderate,2.0,62.0,Yes,No
9144,Great_Dane,Large,Male,1.0,74.0,Neutered,Very_Active,Special_diet,Royal_Canin,0.0,Yes,No,No,,2.0,Moderate,1.0,61.0,Yes,Yes
9145,Bulldog,Medium,Female,4.0,65.0,,Active,Wet_food,Blue_Buffalo,2.0,No,Yes,No,11.0,0.0,Moderate,3.0,48.0,Yes,Yes
9146,Chihuahua,Small,Male,9.0,32.0,Spayed,Moderate,Home_cooked,Special,2.0,No,No,No,9.0,0.0,Active,,51.0,,Yes
9147,Australian_Shepherd,Medium,Male,,50.0,,Low,Special_diet,Blue_Buffalo,3.0,,Yes,No,13.0,2.0,Very_Active,2.0,77.0,Yes,Yes
9148,Poodle,Small,Male,5.0,51.0,Spayed,Moderate,Special_diet,,3.0,Yes,No,No,11.0,2.0,Moderate,2.0,33.0,Yes,Yes
9149,Labrador_Retriever,Large,Male,12.0,67.0,Spayed,,Hard_food,Royal_Canin,3.0,Yes,Yes,No,10.0,2.0,Low,1.0,72.0,Yes,No
9150,German_Shepherd,Large,Male,10.0,71.0,Spayed,Active,Home_cooked,Special,2.0,No,Yes,No,8.0,2.0,Active,3.0,66.0,Yes,Yes
9151,Bulldog,,Female,5.0,19.0,,Active,Home_cooked,Special,3.0,No,No,No,11.0,3.0,Very_Active,1.0,44.0,Yes,Yes
9152,Siberian_Husky,Medium,Female,8.0,49.0,Spayed,Low,Wet_food,Royal_Canin,0.0,No,No,No,9.0,2.0,Low,1.0,42.0,Yes,Yes
9153,Dachshund,Small,Male,12.0,53.0,Spayed,Active,Wet_food,Pedigree,1.0,Yes,No,No,8.0,1.0,,4.0,,Yes,Yes
9154,Bulldog,Medium,Female,12.0,48.0,Neutered,Very_Active,Hard_food,Royal_Canin,2.0,,No,No,14.0,1.0,Active,3.0,49.0,Yes,Yes
9155,Australian_Shepherd,Medium,Male,1.0,53.0,Spayed,Active,Home_cooked,Special,5.0,Yes,Yes,No,9.0,1.0,,4.0,65.0,Yes,Yes
9156,Bulldog,Medium,Female,2.0,39.0,,Low,Special_diet,Royal_Canin,4.0,Yes,No,No,13.0,2.0,,2.0,41.0,Yes,Yes
9157,Labrador_Retriever,Large,Male,9.0,43.0,,,Special_diet,Royal_Canin,3.0,No,No,Yes,12.0,2.0,Very_Active,0.0,68.0,Yes,No
9158,Golden_Retriever,Large,Male,,23.0,,,Wet_food,Wellness,3.0,No,,No,10.0,0.0,Low,,,Yes,No
